Description,Destination,Date,Travel Transport,Hotel Stars,Room,Feeding,Nights,Price
Piramides Apartments,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,3.0,Studio tipo kambarys,Viskas įskaičiuota,7,919.00
Piramides Apartments,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,3.0,1 Bedroom Apartment tipo kambarys,Viskas įskaičiuota,7,1059.00
Piramides Apartments,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,3.0,Studio tipo kambarys,Viskas įskaičiuota,7,1145.00
Baron Resort,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior Classic tipo kambarys,Viskas įskaičiuota,3,925.00
Baron Resort,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior Sea View tipo kambarys,Viskas įskaičiuota,3,989.00
Baron Resort,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior Classic tipo kambarys,Viskas įskaičiuota,7,1349.00
Baron Resort,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Connection Room tipo kambarys,Viskas įskaičiuota,3,1485.00
Baron Resort,"Ras Nosranis, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior Sea View tipo kambarys,Viskas įskaičiuota,7,1499.00
Dom Pedro Garajau,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,3.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,7,925.00
Dom Pedro Garajau,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,3.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,955.00
Dom Pedro Garajau,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,3.0,Standard Garden View tipo kambarys,Viskas įskaičiuota,7,1085.00
Dom Pedro Garajau,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,3.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1119.00
Meraki Resort Sharm el Sheikh,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Gypster Pool View tipo kambarys,Viskas įskaičiuota,3,925.00
Meraki Resort Sharm el Sheikh,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Livin It Up Jacuzzi Suite tipo kambarys,Viskas įskaičiuota,3,1159.00
Meraki Resort Sharm el Sheikh,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Jacuzzi Suite tipo kambarys,Viskas įskaičiuota,3,1185.00
Meraki Resort Sharm el Sheikh,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Gypster Pool View tipo kambarys,Viskas įskaičiuota,7,1415.00
Meraki Resort Sharm el Sheikh,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Gypster Pool View tipo kambarys,Viskas įskaičiuota,1,1629.00
Checkin Concordia Playa,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,Premium tipo kambarys,Viskas įskaičiuota,7,949.00
Checkin Concordia Playa,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,Premium tipo kambarys,Viskas įskaičiuota,7,985.00
Checkin Concordia Playa,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,Premium tipo kambarys,Viskas įskaičiuota,7,1019.00
Checkin Concordia Playa,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1045.00
Checkin Concordia Playa,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Premium tipo kambarys,Viskas įskaičiuota,7,1069.00
Quinta do Estreito,"Estreito de Camara de Lobos, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,949.00
Quinta do Estreito,"Estreito de Camara de Lobos, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,989.00
Quinta do Estreito,"Estreito de Camara de Lobos, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,7,1069.00
Quinta do Estreito,"Estreito de Camara de Lobos, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,5.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1115.00
Quinta do Estreito,"Estreito de Camara de Lobos, Madeira, Portugalija",2024-02-12,Skrydis su bagažu,5.0,Standartinis kambarys,Viskas įskaičiuota,1,1195.00
Playaolid Suites & Apartments,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,3.0,Family Suite tipo kambarys,Viskas įskaičiuota,3,955.00
Playaolid Suites & Apartments,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,3.0,Family Suite tipo kambarys,Viskas įskaičiuota,3,999.00
Playaolid Suites & Apartments,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,3.0,Family Suite tipo kambarys,Viskas įskaičiuota,7,1429.00
Playaolid Suites & Apartments,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,3.0,Family Suite tipo kambarys,Viskas įskaičiuota,7,1525.00
H10 Las Palmeras,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,965.00
H10 Las Palmeras,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standard Pool or Ocean View tipo kambarys,Viskas įskaičiuota,3,999.00
H10 Las Palmeras,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Privilege tipo kambarys,Viskas įskaičiuota,3,1059.00
H10 Las Palmeras,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,1069.00
H10 Las Palmeras,"Plaja de las Amerikasas, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standard Pool or Ocean View tipo kambarys,Viskas įskaičiuota,3,1105.00
Cais da Oliveira,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio tipo kambarys,Viskas įskaičiuota,7,969.00
Cais da Oliveira,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio tipo kambarys,Viskas įskaičiuota,7,1005.00
Cais da Oliveira,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio Sea View tipo kambarys,Viskas įskaičiuota,7,1019.00
Cais da Oliveira,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio Sea View tipo kambarys,Viskas įskaičiuota,7,1055.00
Cais da Oliveira,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Junior Suite Sea View tipo kambarys,Viskas įskaičiuota,7,1095.00
Dom Pedro Madeira,"Mašikas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standard Bay View tipo kambarys,Viskas įskaičiuota,7,975.00
Dom Pedro Madeira,"Mašikas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standard Bay View tipo kambarys,Viskas įskaičiuota,7,975.00
Dom Pedro Madeira,"Mašikas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Club Sea View tipo kambarys,Viskas įskaičiuota,7,1015.00
Dom Pedro Madeira,"Mašikas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,7,1045.00
Dom Pedro Madeira,"Mašikas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standard Bay View tipo kambarys,Viskas įskaičiuota,7,1125.00
Rixos Radamis Blue Planet,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior tipo kambarys,Viskas įskaičiuota,3,975.00
Rixos Radamis Blue Planet,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Junior Suite tipo kambarys,Viskas įskaičiuota,3,1149.00
Rixos Radamis Blue Planet,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Family tipo kambarys,Viskas įskaičiuota,3,1165.00
Rixos Radamis Blue Planet,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Suite tipo kambarys,Viskas įskaičiuota,3,1319.00
Rixos Radamis Blue Planet,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior tipo kambarys,Viskas įskaičiuota,7,1459.00
Steigenberger Alcazar,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior Garden View tipo kambarys,Viskas įskaičiuota,3,975.00
Steigenberger Alcazar,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior Pool View tipo kambarys,Viskas įskaičiuota,3,999.00
Steigenberger Alcazar,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Deluxe Family Garden View tipo kambarys,Viskas įskaičiuota,3,1009.00
Steigenberger Alcazar,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Deluxe Family Pool View tipo kambarys,Viskas įskaičiuota,3,1019.00
Steigenberger Alcazar,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior Side Sea View tipo kambarys,Viskas įskaičiuota,3,1019.00
Swissotel Sharm El Sheikh,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Deluxe Aqua tipo kambarys,Viskas įskaičiuota,3,975.00
Swissotel Sharm El Sheikh,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Swiss Select Aqua tipo kambarys,Viskas įskaičiuota,3,1009.00
Swissotel Sharm El Sheikh,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Family Aqua tipo kambarys,Viskas įskaičiuota,3,1125.00
Swissotel Sharm El Sheikh,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Family Suite Aqua tipo kambarys,Viskas įskaičiuota,3,1165.00
Swissotel Sharm El Sheikh,"Naama Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Swiss Select tipo kambays,Viskas įskaičiuota,3,1229.00
Rocamar,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standard with Balcony tipo kambarys,Viskas įskaičiuota,7,989.00
Rocamar,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Superior tipo kambarys,Viskas įskaičiuota,7,1005.00
Rocamar,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1029.00
Rocamar,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Superior Sea View tipo kambarys,Viskas įskaičiuota,7,1055.00
Rocamar,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1185.00
Suite Hotel Jardins da Ajuda,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,995.00
Suite Hotel Jardins da Ajuda,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1019.00
Suite Hotel Jardins da Ajuda,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio tipo kambarys,Viskas įskaičiuota,7,1045.00
Suite Hotel Jardins da Ajuda,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio Sea View tipo kambarys,Viskas įskaičiuota,7,1069.00
Suite Hotel Jardins da Ajuda,"Funšalis, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Suite tipo kambarys,Viskas įskaičiuota,7,1085.00
Rixos Sharm El Sheikh,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior tipo kambarys,Viskas įskaičiuota,3,999.00
Rixos Sharm El Sheikh,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Deluxe tipo kambarys,Viskas įskaičiuota,3,1035.00
Rixos Sharm El Sheikh,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Junior Suite tipo kambarys,Viskas įskaičiuota,3,1169.00
Rixos Sharm El Sheikh,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Family tipo kambarys,Viskas įskaičiuota,3,1205.00
Rixos Sharm El Sheikh,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior tipo kambarys,Viskas įskaičiuota,7,1515.00
Rixos Radamis Tirana,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior tipo kambarys,Viskas įskaičiuota,3,1009.00
Rixos Radamis Tirana,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Junior Suite tipo kambarys,Viskas įskaičiuota,3,1185.00
Rixos Radamis Tirana,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Family tipo kambarys,Viskas įskaičiuota,3,1225.00
Rixos Radamis Tirana,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior tipo kambarys,Viskas įskaičiuota,7,1539.00
Rixos Radamis Tirana,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior tipo kambarys,Viskas įskaičiuota,1,1839.00
Sunrise White Hills,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Deluxe Jacuzzi tipo kambarys,Viskas įskaičiuota,3,1009.00
Sunrise White Hills,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Family Pool or Side Sea View tipo kambarys,Viskas įskaičiuota,3,1039.00
Sunrise White Hills,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Deluxe Swim-Up Pool View tipo kambarys,Viskas įskaičiuota,3,1039.00
Sunrise White Hills,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Junior Swim Up tipo kambarys,Viskas įskaičiuota,3,1069.00
Sunrise White Hills,"Šarks Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Deluxe Jacuzzi tipo kambarys,Viskas įskaičiuota,7,1539.00
Erhart,"Zeldenas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1015.00
Erhart,"Zeldenas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1135.00
Iberostar Bouganville Playa,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,Standard Priority Location A tipo kambarys,Viskas įskaičiuota,4,1015.00
Iberostar Bouganville Playa,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,Standard Priority Location A tipo kambarys,Viskas įskaičiuota,4,1059.00
Iberostar Bouganville Playa,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,Standard Priority Location B tipo kambarys,Viskas įskaičiuota,4,1065.00
Iberostar Bouganville Playa,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,Standard Star Prestige Side Sea View A tipo kamb.,Viskas įskaičiuota,4,1069.00
Iberostar Bouganville Playa,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,Standard Priority Location B tipo kambarys,Viskas įskaičiuota,4,1109.00
Lindenhof,"Gastein Valley, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,3.0,Classic tipo kambarys,Viskas įskaičiuota,7,1019.00
Lindenhof,"Gastein Valley, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,3.0,Family tipo kambarys,Viskas įskaičiuota,7,1249.00
Royal Orchid,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio tipo kambarys,Viskas įskaičiuota,7,1019.00
Royal Orchid,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio tipo kambarys,Viskas įskaičiuota,7,1055.00
Royal Orchid,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio Sea View tipo kambarys,Viskas įskaičiuota,7,1095.00
Royal Orchid,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Studio Sea View tipo kambarys,Viskas įskaičiuota,7,1125.00
Royal Orchid,"Kanisas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Junior Suite Sea View tipo kambarys,Viskas įskaičiuota,7,1165.00
Gruner Baum,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,7,1029.00
Gruner Baum,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-10,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,7,1245.00
Gruner Baum,"Celis prie Zė-Kaprunas, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,1,2219.00
Iberostar Las Dalias,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standard Pool View B tipo kambarys,Viskas įskaičiuota,3,1039.00
Iberostar Las Dalias,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,Standard B tipo kambarys,Viskas įskaičiuota,7,1685.00
Iberostar Las Dalias,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,Standard Sea View A tipo kambarys,Viskas įskaičiuota,7,1709.00
Iberostar Las Dalias,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,Standard Sea View B tipo kambarys,Viskas įskaičiuota,7,1805.00
Iberostar Las Dalias,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,4.0,Standard B tipo kambarys,Viskas įskaičiuota,1,2729.00
Rixos Premium Seagate,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior Aqua tipo kambarys,Viskas įskaičiuota,3,1039.00
Rixos Premium Seagate,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Deluxe Aqua tipo kambarys,Viskas įskaičiuota,3,1069.00
Rixos Premium Seagate,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Superior tipo kambarys,Viskas įskaičiuota,3,1079.00
Rixos Premium Seagate,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Deluxe tipo kambarys,Viskas įskaičiuota,3,1115.00
Rixos Premium Seagate,"Nabk Bėjus, Šarm aš Šeichas, Egiptas",2024-02-18,Skrydis su bagažu,5.0,Premium Sea View tipo kambarys,Viskas įskaičiuota,3,1185.00
H10 Gran Tinerfe,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,4,1045.00
H10 Gran Tinerfe,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,1065.00
H10 Gran Tinerfe,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Superior Sea View tipo kambarys,Viskas įskaičiuota,3,1129.00
H10 Gran Tinerfe,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,4.0,Superior Sea View tipo kambarys,Viskas įskaičiuota,4,1139.00
H10 Gran Tinerfe,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,3,1185.00
Gran Melia Palacio de Isora,"Gija de Isora, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Deluxe tipo kambarys,Viskas įskaičiuota,4,1049.00
Gran Melia Palacio de Isora,"Gija de Isora, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Deluxe Sea Side tipo kambarys,Viskas įskaičiuota,4,1119.00
Gran Melia Palacio de Isora,"Gija de Isora, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Deluxe tipo kambarys,Viskas įskaičiuota,4,1235.00
Gran Melia Palacio de Isora,"Gija de Isora, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Deluxe Sea Side tipo kambarys,Viskas įskaičiuota,4,1305.00
Gran Melia Palacio de Isora,"Gija de Isora, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,One Bedroom Suite Lateral Sea View tipo kambarys,Viskas įskaičiuota,4,1359.00
Vila Gale Santa Cruz,"Santa Krusas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1065.00
Vila Gale Santa Cruz,"Santa Krusas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1125.00
Vila Gale Santa Cruz,"Santa Krusas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1225.00
Vila Gale Santa Cruz,"Santa Krusas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standard Sea View tipo kambarys,Viskas įskaičiuota,7,1289.00
Vila Gale Santa Cruz,"Santa Krusas, Madeira, Portugalija",2024-02-19,Skrydis su bagažu,4.0,Standartinis kambarys,Viskas įskaičiuota,7,1435.00
Princes Inspire,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,1069.00
Princes Inspire,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,1105.00
Princes Inspire,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,3,1139.00
Princes Inspire,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Junior Suite tipo kambarys,Viskas įskaičiuota,3,1175.00
Princes Inspire,"Kosta Adechė, Tenerifė, Kanarų Salos",2024-02-09,Skrydis su bagažu,4.0,Standard Pool View tipo kambarys,Viskas įskaičiuota,3,1225.00
Wyndham Dubai Marina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Superior tipo kambarys,Viskas įskaičiuota,4,1075.00
Wyndham Dubai Marina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,Superior tipo kambarys,Viskas įskaičiuota,4,1155.00
Wyndham Dubai Marina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,1 Bedroom Suite tipo kambarys,Viskas įskaičiuota,4,1169.00
Wyndham Dubai Marina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,1 Bedroom Suite tipo kambarys,Viskas įskaičiuota,4,1169.00
Wyndham Dubai Marina,"Dubajus, Dubajus, JAE",2024-02-14,Skrydis su bagažu,4.0,1 Bedroom Suite tipo kambarys,Viskas įskaičiuota,4,1249.00
Lisabona,Portugalija,2024-02-17,Skrydis,,Standartinis kambarys (Dvivietis kambarys su dvigule lova),Viskas įskaičiuota,5,1079.10
Lisabona,Portugalija,2024-02-17,Skrydis,,Standartinis kambarys (Dvivietis kambarys su atskiromis lovomis),Viskas įskaičiuota,5,1079.10
Sky View,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,2.0,Superior Studio tipo kambarys,Viskas įskaičiuota,7,1099.00
Sky View,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,2.0,Superior Studio tipo kambarys,Viskas įskaičiuota,7,1129.00
Sky View,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-21,Skrydis su bagažu,2.0,Superior Studio tipo kambarys,Viskas įskaičiuota,7,1205.00
Sky View,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,2.0,Superior Studio tipo kambarys,Viskas įskaičiuota,7,1205.00
Sky View,"Puerto de la Krusas, Tenerifė, Kanarų Salos",2024-02-14,Skrydis su bagažu,2.0,Superior Studio tipo kambarys,Viskas įskaičiuota,7,1235.00
Bahia Principe Fantasia Tenerife,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Superior tipo kambarys,Viskas įskaičiuota,4,1105.00
Bahia Principe Fantasia Tenerife,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Junior Suite tipo kambarys,Viskas įskaičiuota,4,1139.00
Bahia Principe Fantasia Tenerife,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Junior Suite Sea View tipo kambarys,Viskas įskaičiuota,4,1175.00
Bahia Principe Fantasia Tenerife,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Family Suite tipo kambarys,Viskas įskaičiuota,4,1209.00
Bahia Principe Fantasia Tenerife,"Golf del Suras, Tenerifė, Kanarų Salos",2024-02-05,Skrydis su bagažu,5.0,Family Suite Sea View tipo kambarys,Viskas įskaičiuota,4,1279.00
MONDI Hotel Bellevue Gastein,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Studio Standard tipo kambarys,Viskas įskaičiuota,7,1139.00
MONDI Hotel Bellevue Gastein,"Gastein Valley, Zalcburgas, Austrija",2024-02-03,Skrydis su bagažu,4.0,Studio Panorama tipo kambarys,Viskas įskaičiuota,7,1209.00
